date,manufacturer,product,retailer,region,sales_value,sales_volume,store_count,current_price,percent_time_on_promo,percent_sales_on_promo,4_weeks_volume_growth_percent,4_weeks_value_growth_percent,_source_row
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite,Eastern Cape,7671.84,153.5,45.0,24.98970684039088,,,,,92515
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite,Eastern Cape,4398.21,88.0,37.0,24.989829545454544,,,,,92516
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite Hyper,Eastern Cape,324.87,6.5,2.0,24.990000000000002,,,,,92521
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite Hyper,Eastern Cape,474.81,9.5,2.0,24.99,,,,,92522
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite Hyper,Eastern Cape,374.85,7.5,2.0,24.990000000000002,,,,,92523
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite Hyper,Eastern Cape,99.96,2.0,2.0,24.99,,,,,92524
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite Mini,Eastern Cape,549.78,11.0,8.0,24.99,,,,,92529
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite Mini,Eastern Cape,324.87,6.5,6.0,24.990000000000002,,,,,92530
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite Mini,Eastern Cape,724.71,14.5,11.0,24.990000000000002,,,,,92531
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite Mini,Eastern Cape,449.82,9.0,9.0,24.99,,,,,92532
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers,Free State,1449.42,29.0,12.0,24.990000000000002,,,,,92537
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers,Free State,1074.56,21.5,11.0,24.989767441860465,,,,,92538
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers,Free State,1224.51,24.5,13.0,24.99,,,,,92539
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers,Free State,972.11,19.5,13.0,24.925897435897436,7.1429,2.3135,,,92540
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers Foods,Free State,49.98,1.0,1.0,24.99,,,,,92545
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers Foods,Free State,24.99,0.5,1.0,24.99,,,,,92546
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers Foods,Free State,49.98,1.0,1.0,24.99,,,,,92547
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers Hyper,Free State,349.86,7.0,1.0,24.990000000000002,,,,,92552
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers Hyper,Free State,624.74,12.5,1.0,24.9896,,,,,92553
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers Hyper,Free State,324.86,6.5,1.0,24.98923076923077,,,,,92554
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers Hyper,Free State,399.83,8.0,1.0,24.989375,,,,,92555
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Foods,Free State,122.95,2.5,3.0,24.59,,,,,92560
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Foods,Free State,269.89,5.5,5.0,24.535454545454545,,,,,92561
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Foods,Free State,219.91,4.5,5.0,24.434444444444445,,,,,92562
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Foods,Free State,219.91,4.5,6.0,24.434444444444445,,,,,92563
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Grocer,Free State,24.99,0.5,1.0,24.99,,,,,92568
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Minimark,Free State,174.94,3.5,3.0,24.99142857142857,,,,,92573
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Minimark,Free State,149.95,3.0,3.0,24.991666666666664,,,,,92574
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Minimark,Free State,147.94,3.0,3.0,24.656666666666666,,,,,92575
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Minimark,Free State,25.0,0.5,1.0,25.0,,,,,92576
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite,Free State,3048.77,61.0,24.0,24.989918032786886,,,,,92581
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite,Free State,4273.26,85.5,24.0,24.98982456140351,,,,,92582
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite,Free State,3821.32,76.5,23.0,24.9759477124183,,,,,92583
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite,Free State,2224.11,44.5,22.0,24.990000000000002,,,,,92584
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite Mini,Free State,899.64,18.0,6.0,24.99,,,,,92589
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite Mini,Free State,649.74,13.0,6.0,24.990000000000002,,,,,92590
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite Mini,Free State,549.78,11.0,6.0,24.99,,,,,92591
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite Mini,Free State,424.82,8.5,5.0,24.98941176470588,,,,,92592
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,U Save,Free State,74.97,1.5,1.0,24.99,,,,,92593
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,U Save,Free State,49.98,1.0,1.0,24.99,,,,,92594
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,U Save,Free State,49.98,1.0,1.0,24.99,,,,,92595
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,U Save,Free State,74.97,1.5,2.0,24.99,,,,,92596
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Buying Partner,Gauteng,96.96,2.0,3.0,24.24,,,,,92598
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Buying Partner,Gauteng,24.99,0.5,1.0,24.99,,,,,92599
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Buying Partner,Gauteng,71.97,1.5,3.0,23.99,,,,,92600
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Buying Partner,Gauteng,49.98,1.0,1.0,24.99,,,,,92601
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers,Gauteng,14264.82,286.0,114.0,24.938496503496502,0.8772,1.2344,,,92606
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers,Gauteng,14638.17,293.0,116.0,24.97981228668942,0.8621,0.3244,,,92607
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers,Gauteng,10920.62,218.5,116.0,24.989977116704807,,,,,92608
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers,Gauteng,8271.68,165.5,107.0,24.989969788519637,,,,,92609
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers Foods,Gauteng,224.91,4.5,4.0,24.99,,,,,92614
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers Foods,Gauteng,174.93,3.5,4.0,24.990000000000002,,,,,92615
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers Foods,Gauteng,199.92,4.0,4.0,24.99,,,,,92616
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers Foods,Gauteng,174.93,3.5,4.0,24.990000000000002,,,,,92617
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers Hyper,Gauteng,5572.71,111.5,18.0,24.989730941704035,,,,,92622
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers Hyper,Gauteng,6320.72,126.5,19.0,24.98308300395257,,,,,92623
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers Hyper,Gauteng,3498.59,70.0,19.0,24.98992857142857,,,,,92624
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers Hyper,Gauteng,2823.86,56.5,19.0,24.98991150442478,,,,,92625
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Express,Gauteng,49.98,1.0,1.0,24.99,,,,,92629
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Express,Gauteng,71.97,1.5,1.0,23.99,,,,,92630
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Foods,Gauteng,641.73,13.5,9.0,23.767777777777777,,,,,92635
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Foods,Gauteng,355.85,7.5,7.0,23.723333333333336,,,,,92636
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Foods,Gauteng,497.79,10.5,8.0,23.704285714285714,,,,,92637
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Foods,Gauteng,401.83,8.5,6.0,23.63705882352941,,,,,92638
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Minimark,Gauteng,24.99,0.5,1.0,24.99,,,,,92647
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Minimark,Gauteng,72.97,1.5,3.0,24.323333333333334,,,,,92648
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Minimark,Gauteng,49.98,1.0,2.0,24.99,,,,,92649
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Minimark,Gauteng,24.99,0.5,1.0,24.99,,,,,92650
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Urban,Gauteng,124.95,2.5,1.0,24.990000000000002,,,,,92651
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Urban,Gauteng,24.99,0.5,1.0,24.99,,,,,92652
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Urban,Gauteng,74.97,1.5,1.0,24.99,,,,,92653
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Urban,Gauteng,24.99,0.5,1.0,24.99,,,,,92654
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Sentra,Gauteng,134.26,3.0,1.0,22.376666666666665,,,,,92656
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite,Gauteng,14668.56,293.5,143.0,24.989028960817716,,,,,92661
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite,Gauteng,18591.17,372.0,149.0,24.988131720430104,,,,,92662
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite,Gauteng,14667.84,293.5,148.0,24.987802385008518,,,,,92663
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite,Gauteng,7322.06,146.5,110.0,24.98996587030717,,,,,92664
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite Mini,Gauteng,824.67,16.5,14.0,24.99,,,,,92669
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite Mini,Gauteng,1074.57,21.5,16.0,24.99,,,,,92670
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite Mini,Gauteng,874.65,17.5,14.0,24.99,,,,,92671
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite Mini,Gauteng,449.82,9.0,12.0,24.99,,,,,92672
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Foods,Kunene,99.95,2.5,1.0,19.990000000000002,,,,,92673
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers,Kwazulu-natal,4973.0,99.5,43.0,24.98994974874372,,,,,92678
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers,Kwazulu-natal,5770.41,115.5,44.0,24.98012987012987,,,,,92679
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers,Kwazulu-natal,5522.75,110.5,44.0,24.989819004524886,,,,,92680
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers,Kwazulu-natal,4415.97,88.5,39.0,24.94898305084746,,,,,92681
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers Foods,Kwazulu-natal,49.98,1.0,1.0,24.99,,,,,92686
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers Foods,Kwazulu-natal,99.96,2.0,1.0,24.99,,,,,92687
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers Foods,Kwazulu-natal,49.98,1.0,1.0,24.99,,,,,92688
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers Hyper,Kwazulu-natal,1249.48,25.0,6.0,24.9896,,,,,92693
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers Hyper,Kwazulu-natal,1299.46,26.0,6.0,24.989615384615384,,,,,92694
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers Hyper,Kwazulu-natal,949.61,19.0,6.0,24.989736842105263,,,,,92695
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers Hyper,Kwazulu-natal,1024.58,20.5,5.0,24.989756097560974,,,,,92696
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Foods,Kwazulu-natal,95.96,2.0,3.0,23.99,,,,,92701
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Foods,Kwazulu-natal,118.95,2.5,2.0,23.79,,,,,92702
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Foods,Kwazulu-natal,70.97,1.5,2.0,23.656666666666666,,,,,92703
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Foods,Kwazulu-natal,74.97,1.5,1.0,24.99,,,,,92704
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Grocer,Kwazulu-natal,74.97,1.5,2.0,24.99,,,,,92707
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Minimark,Kwazulu-natal,71.97,1.5,2.0,23.99,50.0,30.5544,,,92711
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Minimark,Kwazulu-natal,68.97,1.5,2.0,22.99,50.0,63.7669,,,92712
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Minimark,Kwazulu-natal,89.96,2.0,3.0,22.49,,,,,92713
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Minimark,Kwazulu-natal,87.96,2.0,1.0,21.99,,,,,92714
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite,Kwazulu-natal,4923.02,98.5,69.0,24.98994923857868,,,,,92719
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite,Kwazulu-natal,5962.07,119.5,67.0,24.945899581589956,1.4925,1.5087,,,92720
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite,Kwazulu-natal,6272.48,125.5,77.0,24.98996015936255,,,,,92721
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite,Kwazulu-natal,4198.32,84.0,67.0,24.99,,,,,92722
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite Hyper,Kwazulu-natal,149.94,3.0,1.0,24.99,,,,,92727
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite Hyper,Kwazulu-natal,74.97,1.5,1.0,24.99,,,,,92728
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite Mini,Kwazulu-natal,424.83,8.5,8.0,24.99,,,,,92733
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite Mini,Kwazulu-natal,624.75,12.5,10.0,24.99,,,,,92734
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite Mini,Kwazulu-natal,524.79,10.5,12.0,24.99,,,,,92735
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite Mini,Kwazulu-natal,324.87,6.5,9.0,24.990000000000002,,,,,92736
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,U Save,Kwazulu-natal,24.99,0.5,1.0,24.99,,,,,92737
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,U Save,Kwazulu-natal,24.99,0.5,1.0,24.99,,,,,92738
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers,Limpopo,1524.39,30.5,18.0,24.990000000000002,,,,,92743
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers,Limpopo,1724.31,34.5,18.0,24.99,,,,,92744
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers,Limpopo,1099.56,22.0,16.0,24.99,,,,,92745
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers,Limpopo,599.76,12.0,11.0,24.99,,,,,92746
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Express,Limpopo,22.99,0.5,1.0,22.99,,,,,92751
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Express,Limpopo,21.99,0.5,1.0,21.99,,,,,92752
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Express,Limpopo,66.97,1.5,2.0,22.323333333333334,,,,,92753
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Foods,Limpopo,24.99,0.5,1.0,24.99,,,,,92757
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Foods,Limpopo,24.99,0.5,1.0,24.99,,,,,92758
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Foods,Limpopo,24.99,0.5,1.0,24.99,,,,,92759
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Minimark,Limpopo,45.98,1.0,1.0,22.99,,,,,92760
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Minimark,Limpopo,22.99,0.5,1.0,22.99,,,,,92761
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite,Limpopo,2598.96,52.0,47.0,24.990000000000002,,,,,92766
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite,Limpopo,3173.25,63.5,45.0,24.986220472440944,,,,,92767
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite,Limpopo,2224.11,44.5,39.0,24.990000000000002,,,,,92768
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite,Limpopo,1324.47,26.5,31.0,24.990000000000002,,,,,92769
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite Mini,Limpopo,174.93,3.5,4.0,24.990000000000002,,,,,92774
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite Mini,Limpopo,149.94,3.0,4.0,24.99,,,,,92775
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite Mini,Limpopo,399.84,8.0,6.0,24.99,,,,,92776
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite Mini,Limpopo,99.96,2.0,3.0,24.99,,,,,92777
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers,Mpumalanga,1224.5,24.5,8.0,24.989795918367346,,,,,92782
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers,Mpumalanga,1224.51,24.5,10.0,24.99,,,,,92783
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers,Mpumalanga,799.68,16.0,9.0,24.99,,,,,92784
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers,Mpumalanga,524.79,10.5,6.0,24.99,,,,,92785
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers Hyper,Mpumalanga,824.66,16.5,3.0,24.98969696969697,,,,,92790
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers Hyper,Mpumalanga,799.67,16.0,3.0,24.9896875,,,,,92791
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers Hyper,Mpumalanga,424.83,8.5,3.0,24.99,,,,,92792
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers Hyper,Mpumalanga,424.83,8.5,3.0,24.99,,,,,92793
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Foods,Mpumalanga,89.42,2.0,3.0,22.355,,,,,92798
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Foods,Mpumalanga,65.97,1.5,2.0,21.99,,,,,92799
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Foods,Mpumalanga,68.97,1.5,2.0,22.99,,,,,92800
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Foods,Mpumalanga,159.93,3.5,2.0,22.84714285714286,,,,,92801
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Grocer,Mpumalanga,49.98,1.0,1.0,24.99,,,,,92805
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Minimark,Mpumalanga,99.96,2.0,3.0,24.99,,,,,92810
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Minimark,Mpumalanga,74.97,1.5,3.0,24.99,,,,,92811
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Minimark,Mpumalanga,49.98,1.0,2.0,24.99,,,,,92812
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,OK Minimark,Mpumalanga,49.98,1.0,1.0,24.99,,,,,92813
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite,Mpumalanga,3188.72,64.0,44.0,24.911875,2.2727,4.3886,,,92818
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite,Mpumalanga,4023.39,80.5,45.0,24.99,,,,,92819
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite,Mpumalanga,3516.06,70.5,39.0,24.93659574468085,,,,,92820
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite,Mpumalanga,1349.46,27.0,27.0,24.990000000000002,,,,,92821
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite Mini,Mpumalanga,99.96,2.0,2.0,24.99,,,,,92826
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite Mini,Mpumalanga,74.97,1.5,1.0,24.99,,,,,92827
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Shoprite Mini,Mpumalanga,199.92,4.0,2.0,24.99,,,,,92828
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Buying Partner,Non-sa,114.66,3.0,1.0,19.11,,,,,92833
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Buying Partner,Non-sa,394.62,10.0,1.0,19.731,,,,,92834
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Buying Partner,Non-sa,38.22,1.0,1.0,19.11,,,,,92835
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers,Non-sa,1528.83,31.0,10.0,24.658548387096772,,,,,92840
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers,Non-sa,2058.09,42.0,11.0,24.50107142857143,,,,,92841
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers,Non-sa,1122.16,23.0,11.0,24.394782608695653,,,,,92842
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Checkers,Non-sa,1060.86,21.5,10.0,24.67116279069767,,,,,92843
2026-07-26,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Megasave,Non-sa,437.34,11.0,1.0,19.87909090909091,,,,,92848
2026-08-02,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Megasave,Non-sa,318.62,8.0,1.0,19.91375,,,,,92849
2026-08-09,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Megasave,Non-sa,316.18,8.0,1.0,19.76125,,,,,92850
2026-08-16,Shoprite Holdings,Super Brite All Purpose Cleaner Pine Gel 500ml,Megasave,Non-sa,279.86,7.0,1.0,19.990000000000002,,,,,92851
